Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
CHEVROLET Silverado 4WD Mud Terrain Tire,2.7,4,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT02.7100,pickup,6,16,17,16,3,No,538
CHEVROLET Silverado 4WD Mud Terrain Tire,2.7,4,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT02.7100,pickup,6,16,17,16,3,No,541
CHEVROLET Silverado 4WD Mud Terrain Tire,3,6,Auto-10,4WD,Diesel,CA,L3ULEV70,California LEV-III ULEV70,SGMXT03.0354,pickup,4,21,24,22,4,No,456
CHEVROLET Silverado 4WD Mud Terrain Tire,3,6,Auto-10,4WD,Diesel,CA,L3ULEV70,California LEV-III ULEV70,SGMXT03.0354,pickup,4,21,24,23,4,No,450
CHEVROLET Silverado 4WD Mud Terrain Tire,3,6,Auto-10,4WD,Diesel,FA,T3B70,Federal Tier 3 Bin 70,SGMXT03.0354,pickup,4,21,24,22,4,No,456
CHEVROLET Silverado 4WD Mud Terrain Tire,3,6,Auto-10,4WD,Diesel,FA,T3B70,Federal Tier 3 Bin 70,SGMXT03.0354,pickup,4,21,24,23,4,No,450
CHEVROLET Silverado 4WD Mud Terrain Tire,5.3,8,Auto-10,4WD,Ethanol/Gas,CA,L3ULEV70,California LEV-III ULEV70,SGMXT05.3387,pickup,4,11/15,14/19,12/17,3,No,512/524
CHEVROLET Silverado 4WD Mud Terrain Tire,5.3,8,Auto-10,4WD,Ethanol/Gas,FA,T3B70,Federal Tier 3 Bin 70,SGMXT05.3387,pickup,4,11/15,14/19,12/17,3,No,512/524
CHEVROLET Silverado 4WD Mud Terrain Tire,5.3,8,Auto-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT05.3330,pickup,6,15,18,16,3,No,545
CHEVROLET Silverado 4WD Mud Terrain Tire,5.3,8,Auto-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT05.3330,pickup,6,15,19,16,3,No,546
CHEVROLET Silverado 4WD Mud Terrain Tire,5.3,8,Auto-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT05.3330,pickup,6,15,18,16,3,No,545
CHEVROLET Silverado 4WD Mud Terrain Tire,5.3,8,Auto-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT05.3330,pickup,6,15,19,16,3,No,546
CHEVROLET Silverado 4WD Mud Terrain Tire,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SGMXT06.2375,pickup,5,14,17,15,2,No,593
CHEVROLET Silverado 4WD Mud Terrain Tire,6.2,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SGMXT06.2375,pickup,5,14,17,15,2,No,593
CHEVROLET Silverado ZR2,3,6,Auto-10,4WD,Diesel,CA,L3ULEV70,California LEV-III ULEV70,SGMXT03.0355,pickup,4,20,23,21,4,No,479
CHEVROLET Silverado ZR2,3,6,Auto-10,4WD,Diesel,FA,T3B70,Federal Tier 3 Bin 70,SGMXT03.0355,pickup,4,20,23,21,4,No,479
CHEVROLET Silverado ZR2,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SGMXT06.2375,pickup,5,14,17,15,2,No,591
CHEVROLET Silverado ZR2,6.2,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SGMXT06.2375,pickup,5,14,17,15,2,No,591
CHEVROLET Trailblazer,1.2,3,CVT,2WD,Ethanol/Gas,CA,L3SULEV30,California LEV-III SULEV30,SGMXV01.2002,small SUV,6,22/30,23/31,22/30,6,No,284/297
CHEVROLET Trailblazer,1.2,3,CVT,2WD,Ethanol/Gas,FA,T3B30,Federal Tier 3 Bin 30,SGMXV01.2002,small SUV,6,22/30,23/31,22/30,6,No,284/297
CHEVROLET Trailblazer,1.3,3,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXV01.3550,small SUV,6,26,29,27,5,No,329
CHEVROLET Trailblazer,1.3,3,Auto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXV01.3550,small SUV,6,26,29,27,5,No,329
CHEVROLET Trailblazer,1.3,3,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXV01.3550,small SUV,6,29,33,31,6,No,287
CHEVROLET Trailblazer,1.3,3,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXV01.3550,small SUV,6,29,33,31,6,No,287
CHEVROLET Traverse,2.5,4,Auto-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SGMXT02.5000,standard SUV,5,20,27,23,5,No,388
CHEVROLET Traverse,2.5,4,Auto-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SGMXT02.5000,standard SUV,5,20,27,23,5,No,388
CHEVROLET Traverse,2.5,4,Auto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SGMXT02.5000,standard SUV,5,19,24,21,4,No,422
CHEVROLET Traverse,2.5,4,Auto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SGMXT02.5000,standard SUV,5,19,24,21,4,No,422
CHEVROLET Trax,1.2,3,Auto-6,2WD,Ethanol/Gas,CA,L3SULEV30,California LEV-III SULEV30,SGMXV01.2002,station wagon,6,21/28,24/32,22/30,6,No,285/296
CHEVROLET Trax,1.2,3,Auto-6,2WD,Ethanol/Gas,FA,T3B30,Federal Tier 3 Bin 30,SGMXV01.2002,station wagon,6,21/28,24/32,22/30,6,No,285/296
CHEVROLET Trax,1.2,3,Auto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXV01.2003,station wagon,6,28,31,29,6,No,306
CHEVROLET Trax,1.2,3,Auto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXV01.2003,station wagon,6,28,31,29,6,No,306
CHRYSLER Pacifica,3.6,6,Auto-9,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SCRXT03.65P6,minivan,6,19,28,22,5,No,401
CHRYSLER Pacifica,3.6,6,Auto-9,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SCRXT03.65P6,minivan,6,19,28,22,5,No,401
CHRYSLER Pacifica,3.6,6,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SCRXT03.65P6,minivan,6,17,25,20,4,No,450
CHRYSLER Pacifica,3.6,6,Auto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SCRXT03.65P6,minivan,6,17,25,20,4,No,450
CHRYSLER Pacifica Hybrid,3.6,6,CVT,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,SCRXT03.65PH,minivan,6,29/87,30/77,30/82,9,Yes,119
CHRYSLER Pacifica Hybrid,3.6,6,CVT,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,SCRXT03.65PH,minivan,6,29/87,30/77,30/82,9,Yes,119
CHRYSLER Voyager,3.6,6,Auto-9,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SCRXT03.65P6,minivan,6,19,28,22,5,No,401
CHRYSLER Voyager,3.6,6,Auto-9,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SCRXT03.65P6,minivan,6,19,28,22,5,No,401
DODGE Durango,3.6,6,Auto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SCRXT03.65P6,standard SUV,6,18,25,20,4,No,439
DODGE Durango,3.6,6,Auto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SCRXT03.65P6,standard SUV,6,18,25,20,4,No,439
DODGE Durango,3.6,6,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SCRXT03.65P6,standard SUV,6,17,24,20,4,No,450
DODGE Durango,3.6,6,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SCRXT03.65P6,standard SUV,6,17,24,20,4,No,450
DODGE Durango,5.7,8,Auto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SCRXT05.75P0,standard SUV,4,14,22,17,3,No,525
DODGE Durango,5.7,8,Auto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SCRXT05.75P0,standard SUV,4,14,22,17,3,No,525
DODGE Durango,5.7,8,Auto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SCRXT05.75P0,standard SUV,4,14,22,17,3,No,533
DODGE Durango,5.7,8,Auto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SCRXT05.75P0,standard SUV,4,14,22,17,3,No,533
DODGE Durango  SRT,6.2,8,Auto-8,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,SCRXT06.25P1,standard SUV,1,12,17,13,1,No,659
DODGE Durango  SRT,6.2,8,Auto-8,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,SCRXT06.25P1,standard SUV,1,12,17,13,1,No,659
DODGE Hornet,2,4,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SCRXT02.05P1,small SUV,6,21,29,24,5,No,372
DODGE Hornet,2,4,Auto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SCRXT02.05P1,small SUV,6,21,29,24,5,No,372
DODGE Hornet PHEV AWD,1.3,4,Auto-6,4WD,Gasoline/Electricity,CA,L3ULEV50,California LEV-III ULEV50,SCRXV01.35PH,small SUV,5,29/77,29/77,29/77,9,No,120
DODGE Hornet PHEV AWD,1.3,4,Auto-6,4WD,Gasoline/Electricity,FA,T3B50,Federal Tier 3 Bin 50,SCRXV01.35PH,small SUV,5,29/77,29/77,29/77,9,No,120
FORD Explorer,2.3,4,Auto-10,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SFMXT02.34K2,standard SUV,6,20,29,24,5,No,377
FORD Explorer,2.3,4,Auto-10,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SFMXT02.34K2,standard SUV,6,20,29,24,5,No,377
FORD Explorer,2.3,4,Auto-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SFMXT02.34K2,standard SUV,6,20,27,23,5,No,394
FORD Explorer,2.3,4,Auto-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SFMXT02.34K2,standard SUV,6,20,27,23,5,No,394
FORD Explorer,3,6,Auto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SFMXT03.03U2,standard SUV,5,18,25,21,4,No,420
FORD Explorer,3,6,Auto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SFMXT03.03U2,standard SUV,5,18,25,21,4,No,420
FORD Explorer,3,6,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SFMXT03.03U2,standard SUV,5,18,25,21,4,No,428
FORD Explorer,3,6,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SFMXT03.03U2,standard SUV,5,18,25,21,4,No,428
FORD Explorer,3,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SFMXT03.03U2,standard SUV,5,18,25,21,4,No,425
FORD Explorer,3,6,SemiAuto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SFMXT03.03U2,standard SUV,5,18,25,21,4,No,425
FORD Explorer,3,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SFMXT03.03U2,standard SUV,5,18,25,20,4,No,439
FORD Explorer,3,6,SemiAuto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SFMXT03.03U2,standard SUV,5,18,25,20,4,No,439
GENESIS Electrified G80,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0H00,midsize car,10,105,89,97,10,Elite,0
GENESIS Electrified G80,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0H00,midsize car,10,105,89,97,10,Elite,0
GENESIS Electrified GV70,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0U00,small SUV,10,98,83,91,10,Elite,0
GENESIS Electrified GV70,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0U00,small SUV,10,98,83,91,10,Elite,0
GENESIS G70,2.5,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SHYXV02.5GP5,small car,5,21,29,24,5,No,373
GENESIS G70,2.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SHYXV02.5GP5,small car,5,21,29,24,5,No,373
GENESIS G70,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SHYXV02.5GP5,small car,5,20,28,23,5,No,385
GENESIS G70,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SHYXV02.5GP5,small car,5,20,28,23,5,No,385
GENESIS G70,3.3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SHYXV03.3GK7,small car,4,17,25,20,4,No,449
GENESIS G70,3.3,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SHYXV03.3GK7,small car,4,17,25,20,4,No,449
GENESIS G70,3.3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SHYXV03.3GK7,small car,4,17,23,19,4,No,466
GENESIS G70,3.3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SHYXV03.3GK7,small car,4,17,23,19,4,No,466
GENESIS G80,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXV02.5HP3,large car,6,20,29,24,5,No,377
GENESIS G80,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXV02.5HP3,large car,6,20,29,24,5,No,377
GENESIS G80,3.5,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SHYXV03.5HT5,large car,5,16,24,19,4,No,474
GENESIS G80,3.5,6,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SHYXV03.5HT5,large car,5,16,24,19,4,No,474
GENESIS G90,3.5,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SHYXV03.5JT7,large car,4,18,26,21,4,No,426
GENESIS G90,3.5,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SHYXV03.5JT7,large car,4,18,26,21,4,No,426
GENESIS G90 MHEV,3.5,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SHYXV03.5J17,large car,4,17,24,20,4,No,441
GENESIS G90 MHEV,3.5,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SHYXV03.5J17,large car,4,17,24,20,4,No,441
"GENESIS GV60 AWD (19"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0301,small SUV,10,110,90,100,10,Elite,0
"GENESIS GV60 AWD (19"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0301,small SUV,10,110,90,100,10,Elite,0
"GENESIS GV60 AWD Advanced (20"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0301,small SUV,10,103,86,95,10,Elite,0
"GENESIS GV60 AWD Advanced (20"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0301,small SUV,10,103,86,95,10,Elite,0
GENESIS GV60 AWD Performance,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0302,small SUV,10,97,82,90,10,Elite,0
GENESIS GV60 AWD Performance,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0302,small SUV,10,97,82,90,10,Elite,0
GENESIS GV60 RWD,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0300,small SUV,10,125,99,112,10,Elite,0
GENESIS GV60 RWD,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0300,small SUV,10,125,99,112,10,Elite,0
GENESIS GV70,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SHYXV02.5UP7,small SUV,4,19,26,22,5,No,408
GENESIS GV70,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SHYXV02.5UP7,small SUV,4,22,28,24,5,No,369
GENESIS GV70,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SHYXV02.5UP7,small SUV,4,19,26,22,5,No,408
GENESIS GV70,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SHYXV02.5UP7,small SUV,4,22,28,24,5,No,369
GENESIS GV70,3.5,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SHYXV03.5UT7,small SUV,4,18,24,20,4,No,441
GENESIS GV70,3.5,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SHYXV03.5UT7,small SUV,4,18,24,20,4,No,441
GENESIS GV80,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXT02.5TP3,standard SUV,6,19,24,21,4,No,427
GENESIS GV80,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXT02.5TP3,standard SUV,6,19,24,21,4,No,427
GENESIS GV80,3.5,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SHYXT03.5TT5,standard SUV,5,16,22,19,4,No,480
GENESIS GV80,3.5,6,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SHYXT03.5TT5,standard SUV,5,16,22,19,4,No,480
GENESIS GV80 MHEV,3.5,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SHYXT03.5T15,standard SUV,5,18,22,20,4,No,455
GENESIS GV80 MHEV,3.5,6,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SHYXT03.5T15,standard SUV,5,18,22,20,4,No,455
GMC Acadia,2.5,4,Auto-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SGMXT02.5000,standard SUV,5,20,27,23,5,No,387
GMC Acadia,2.5,4,Auto-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SGMXT02.5000,standard SUV,5,20,27,23,5,No,387
GMC Acadia,2.5,4,Auto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SGMXT02.5000,standard SUV,5,19,24,21,4,No,422
GMC Acadia,2.5,4,Auto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SGMXT02.5000,standard SUV,5,19,24,21,4,No,422
GMC Hummer EV Pickup,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SGMXT00.0009,pickup,10,58,46,52,10,Elite,0
GMC Hummer EV Pickup,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SGMXT00.0009,pickup,10,58,46,52,10,Elite,0
GMC Hummer EV Pickup,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SGMXT00.0012,pickup,10,59,47,53,10,Elite,0
GMC Hummer EV Pickup,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SGMXT00.0012,pickup,10,59,47,53,10,Elite,0
GMC Hummer EV Pickup MT Tires,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SGMXT00.0009,pickup,10,53,43,48,10,Elite,0
GMC Hummer EV Pickup MT Tires,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SGMXT00.0009,pickup,10,53,43,48,10,Elite,0
GMC Hummer EV Pickup MT Tires,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SGMXT00.0012,pickup,10,52,42,47,10,Elite,0
GMC Hummer EV Pickup MT Tires,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SGMXT00.0012,pickup,10,52,42,47,10,Elite,0
GMC Hummer EV SUV,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SGMXT00.0009,standard SUV,10,58,46,52,10,Elite,0
GMC Hummer EV SUV,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SGMXT00.0009,standard SUV,10,58,46,52,10,Elite,0
GMC Hummer EV SUV,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SGMXT00.0012,standard SUV,10,59,46,53,10,Elite,0
GMC Hummer EV SUV,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SGMXT00.0012,standard SUV,10,59,46,53,10,Elite,0
GMC Hummer EV SUV MT Tires,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SGMXT00.0009,standard SUV,10,53,43,48,10,Elite,0
GMC Hummer EV SUV MT Tires,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SGMXT00.0009,standard SUV,10,53,43,48,10,Elite,0
GMC Hummer EV SUV MT Tires,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SGMXT00.0012,standard SUV,10,52,42,47,10,Elite,0
GMC Hummer EV SUV MT Tires,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SGMXT00.0012,standard SUV,10,52,42,47,10,Elite,0
GMC Sierra,2.7,4,Auto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT02.7100,pickup,6,17,21,19,4,No,470
GMC Sierra,2.7,4,Auto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT02.7100,pickup,6,18,21,19,4,No,468
GMC Sierra,2.7,4,Auto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT02.7100,pickup,6,17,21,19,4,No,470
GMC Sierra,2.7,4,Auto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT02.7100,pickup,6,18,21,19,4,No,468
GMC Sierra,2.7,4,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT02.7100,pickup,6,17,18,17,3,No,516
GMC Sierra,2.7,4,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT02.7100,pickup,6,17,19,18,4,No,496
GMC Sierra,2.7,4,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT02.7100,pickup,6,17,18,17,3,No,516
GMC Sierra,2.7,4,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT02.7100,pickup,6,17,19,18,4,No,496
GMC Sierra,3,6,Auto-10,2WD,Diesel,CA,L3ULEV70,California LEV-III ULEV70,SGMXT03.0354,pickup,4,23,29,26,5,No,399
GMC Sierra,3,6,Auto-10,2WD,Diesel,FA,T3B70,Federal Tier 3 Bin 70,SGMXT03.0354,pickup,4,23,29,26,5,No,399
GMC Sierra,3,6,Auto-10,4WD,Diesel,CA,L3ULEV70,California LEV-III ULEV70,SGMXT03.0354,pickup,4,22,26,24,4,No,428
GMC Sierra,3,6,Auto-10,4WD,Diesel,FA,T3B70,Federal Tier 3 Bin 70,SGMXT03.0354,pickup,4,22,26,24,4,No,428
GMC Sierra,5.3,8,Auto-10,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT05.3330,pickup,6,16,20,17,3,No,507
GMC Sierra,5.3,8,Auto-10,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT05.3330,pickup,6,16,21,18,4,No,495
GMC Sierra,5.3,8,Auto-10,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT05.3330,special purpose,6,15,18,16,3,No,551
GMC Sierra,5.3,8,Auto-10,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT05.3330,pickup,6,16,20,17,3,No,507
GMC Sierra,5.3,8,Auto-10,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT05.3330,pickup,6,16,21,18,4,No,495
GMC Sierra,5.3,8,Auto-10,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT05.3330,special purpose,6,15,18,16,3,No,551
GMC Sierra,5.3,8,Auto-10,4WD,Ethanol/Gas,CA,L3ULEV70,California LEV-III ULEV70,SGMXT05.3387,pickup,4,11/15,14/19,12/17,3,No,512/524
GMC Sierra,5.3,8,Auto-10,4WD,Ethanol/Gas,FA,T3B70,Federal Tier 3 Bin 70,SGMXT05.3387,pickup,4,11/15,14/19,12/17,3,No,512/524
GMC Sierra,5.3,8,Auto-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT05.3330,pickup,6,15,19,16,3,No,546
GMC Sierra,5.3,8,Auto-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT05.3330,pickup,6,15,19,17,3,No,526
GMC Sierra,5.3,8,Auto-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT05.3330,pickup,6,15,19,17,3,No,535
GMC Sierra,5.3,8,Auto-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT05.3330,special purpose,6,14,16,15,2,No,592
GMC Sierra,5.3,8,Auto-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT05.3330,pickup,6,15,19,16,3,No,546
GMC Sierra,5.3,8,Auto-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT05.3330,pickup,6,15,19,17,3,No,526
GMC Sierra,5.3,8,Auto-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT05.3330,pickup,6,15,19,17,3,No,535
GMC Sierra,5.3,8,Auto-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT05.3330,special purpose,6,14,16,15,2,No,592
GMC Sierra,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SGMXT06.2375,pickup,5,15,19,16,3,No,539
GMC Sierra,6.2,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SGMXT06.2375,pickup,5,15,19,16,3,No,539
GMC Sierra 4WD Mud Terrain Tires,2.7,4,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SGMXT02.7100,pickup,6,16,17,16,3,No,538
GMC Sierra 4WD Mud Terrain Tires,2.7,4,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SGMXT02.7100,pickup,6,16,17,16,3,No,538
